cc_alias	cc_id	language	lexeme	lexeme_id	status	comments 1	comments 2	comments 3
walk-L	1759	Old_Irish	sibal	29495				
walk-T	2381	Catalan	kəmi'na	24885				
walk-T	2381	Friulian	cjaminâ	26347	LOAN	Italian		
walk-T	2381	Italian	kammi'nare	9021				
walk-T	2381	Ladin	CHAMINER	9601				
walk-T	2381	Portuguese_ST	kɐmiˈɲaɾ	24886				
walk-T	2381	Romansh	caminar	31635	LOAN	Italian		
walk-T	2381	Romansh	chaminar	26551				
walk-T	2381	Spanish	kami'naɾ	27239				
walk-Y	4076	Scots_Gaelic	coisich	23975				
warm-B	333	Afrikaans	WARM	379				
warm-B	333	Danish	vɑm	4892				
warm-B	333	Dutch_List	wɑrm	5092				
warm-B	333	English	wɔ:m	5291				
warm-B	333	Flemish	WARM	5685				
warm-B	333	Frisian	vaːrm	6471				
warm-B	333	German	varm	6670				
warm-B	333	Gothic	*warms	20123				
warm-B	333	Luxembourgish	waarm	24261				
warm-B	333	Norwegian	VARM	13326				
warm-B	333	Old_English	wearm	21534				
warm-B	333	Old_High_German	warm	28103				
warm-B	333	Old_Norse	varmr	21826				
warm-B	333	Schwyzerdutsch	warm	29189				
warm-B	333	Swedish	varm	16286				
warm-C	951	Portuguese_ST	kẽˈtɨ	12928				
warm-D	1077	Breton_ST	tɔm	3125				
warm-D	1077	Cornish	toemm	19882				
warm-D	1077	Friulian	tivit	31673				
warm-D	1077	Irish_B	tʲɛ	8823				
warm-D	1077	Latin	tepidus	20551				
warm-D	1077	Old_Irish	te / té	28344				
warm-D	1077	Romansh	tievi	31636				
warm-D	1077	Welsh_N	CYNNES	24912				
warm-D	1077	Welsh_N	TEG	18615				
warm-E	1274	Catalan	kə'len	4104				
warm-E	1274	Cornish	claiar	19883				
warm-E	1274	Faroese	LYGGJUR	24911				
warm-E	1274	French	ʃo	5885				
warm-E	1274	Friulian	cjalt	26348				
warm-E	1274	Italian	'kaldo	9022				
warm-E	1274	Ladin	CHOD	9602				
warm-E	1274	Latin	ˈkalidus	20552	EXCLUDE		SS	auch direkt calere → caliente etc.
warm-E	1274	Provencal	CAUD, AUDO	13128				
warm-E	1274	Romansh	cauld	26552				
warm-E	1274	Rumanian_List	cald	13525				
warm-E	1274	Sardinian_C	KALLENTI	14116				
warm-E	1274	Sardinian_N	KAENTE	14514				
warm-E	1274	Spanish	'kaliðo	16087				
warm-E	1274	Walloon	TCHOD	18024				
warm-H	2385	Faroese	HEITUR	5488				
warm-H	2385	Icelandic_ST	ˈheiːtʏr	26963				
warm-H	2385	Old_Norse	heitr	21825				
warm-J	4077	Scots_Gaelic	blàth	24044				
wash-B	334	Afrikaans	WAS	380				
wash-B	334	Danish	ˈvasg̥ʰə	4893				
wash-B	334	Dutch_List	'wɑsə(n)	5093				
wash-B	334	English	wɒʃ	5292				
wash-B	334	Flemish	WASSCHEN	5686				
wash-B	334	Frisian	WAECHSE	28382				
wash-B	334	German	'vaʃn̩	6671				
wash-B	334	Luxembourgish	wäschen	24211				
wash-B	334	Norwegian	VASKE	13327				
wash-B	334	Old_English	wæscþ	21536				
wash-B	334	Old_High_German	waskit	28104				
wash-B	334	Schwyzerdutsch	wäsche	29190				
wash-G	952	French	lave	5886				
wash-G	952	Friulian	lavâ	26349				
wash-G	952	Italian	la'vare	9023				
wash-G	952	Ladin	LAVER	9603				
wash-G	952	Latin	lavāre	20553				
wash-G	952	Portuguese_ST	lɐˈvaɾ	12929				
wash-G	952	Provencal	LAVA	13129				
wash-G	952	Romansh	lavar	26553				
wash-G	952	Rumanian_List	a spăla	13526			SS	← *experlavare vel sim.
wash-G	952	Sardinian_N	LAVARE	14515				
wash-G	952	Spanish	la'βaɾ	16088				
wash-G	952	Walloon	LAVER	18025				
wash-H	1078	Breton_ST	'gwalxĩ	3126				
wash-H	1078	Cornish	golghi	19885				
wash-H	1078	Welsh_N	GOLCHI, YMOLCHI (REFLEXIVE)	18616				
wash-J	1386	Faroese	ˈtvɔːa	5489				
wash-J	1386	Gothic	þwahiþ	20124				
wash-J	1386	Icelandic_ST	THVO	8431				
wash-J	1386	Old_English	Þwieþ	21535				
wash-J	1386	Old_Norse	Þvá	21827				
wash-J	1386	Swedish	'tvɛta	16287				
wash-O	3080	Irish_B	nʲiː, nʲɪɟ	8824				
wash-O	3080	Old_Irish	nigid	28345				
wash-O	3080	Scots_Gaelic	nigh	23986				
water-B	335	Afrikaans	WATER	381				
water-B	335	Danish	van	4894				
water-B	335	Dutch_List	'watər	5094				
water-B	335	English	'wɔ:tə	5293				
water-B	335	Faroese	vatn	5490				
water-B	335	Flemish	WATER	5687				
water-B	335	Frisian	'vɛtər	6473				
water-B	335	German	'vasɐ	6672				
water-B	335	Gothic	watō	20125				
water-B	335	Icelandic_ST	vaʰtn̥	8432				
water-B	335	Irish_B	ˈiʃkʲə	8825				
water-B	335	Luxembourgish	Waasser	24230				
water-B	335	Norwegian	VANN	13328				
water-B	335	Old_English	wæter	21537				
water-B	335	Old_High_German	wazzar	28105				
water-B	335	Old_Irish	u(i)sce	28346				
water-B	335	Old_Norse	vatn	21828				
water-B	335	Schwyzerdutsch	wasser	29191				
water-B	335	Scots_Gaelic	ɯʃɡ̊ʲɪ	24005				
water-B	335	Swedish	ˈvatɛn	16288				
water-E	953	Catalan	'ajɣwə, 'ajɣwa	4106				
water-E	953	French	o	5887				
water-E	953	Friulian	aghe	26350				
water-E	953	Italian	'akkwa	9024				
water-E	953	Ladin	OVA	9604				
water-E	953	Latin	aqua	20554				
water-E	953	Portuguese_ST	ˈaɡwɐ	12930				
water-E	953	Provencal	AIGO	13130				
water-E	953	Romansh	aua	26554				
water-E	953	Rumanian_List	ˈapə	13527				
water-E	953	Sardinian_C	AKKUA	14118				
water-E	953	Sardinian_N	ABBA	14516				
water-E	953	Spanish	'aɣwa	16089				
water-E	953	Walloon	EWE	18026				
water-F	1079	Breton_ST	duːʁ	3127				
water-F	1079	Cornish	dowr	19887				
water-F	1079	Welsh_N	duːr	18617				
we-A	158	Afrikaans	ONS	382			SS	we-A inkonsistent, grob: w° :: n°
we-A	158	Breton_ST	ni:	3128				
we-A	158	Catalan	nuz’altrəs	4107				
we-A	158	Cornish	nəj	19888				
we-A	158	Danish	vi	4895				
we-A	158	Dutch_List	wɛi	5095				
we-A	158	English	wi:	5294				
we-A	158	Faroese	viːt, vɪtː	5491				
we-A	158	Flemish	WY	5688				
we-A	158	French	nu	5888				
we-A	158	Frisian	vɛɪ	6474				
we-A	158	Friulian	nô, noaltris	26351				
we-A	158	German	vi:ɐ̯	6673				
we-A	158	Gothic	weis	20126				
we-A	158	Icelandic_ST	vɪ(ː)ð	8433				
we-A	158	Irish_B	ʃɪnʲ	8826				
we-A	158	Italian	NOI	9025			SS	noi()altri
we-A	158	Ladin	NUS	9605				
we-A	158	Latin	nos	20555				
we-A	158	Luxembourgish	mir	24079				
we-A	158	Norwegian	VI	13329				
we-A	158	Old_English	wē	21538				
we-A	158	Old_High_German	unsih	28107				
we-A	158	Old_High_German	wir	28106				
we-A	158	Old_Irish	-n-	28348				
we-A	158	Old_Irish	(s)ni / s[n]isni	28347				
we-A	158	Old_Norse	vér	21829				
we-A	158	Portuguese_ST	ˈnɔʃ	12931				
we-A	158	Provencal	NOUS, NAUTRE	13131				
we-A	158	Romansh	nus	26555				
we-A	158	Rumanian_List	noj	13528				
we-A	158	Sardinian_C	NOSUS	14119				
we-A	158	Sardinian_N	NOIS	14517				
we-A	158	Schwyzerdutsch	mir (mer)	29192				
we-A	158	Scots_Gaelic	sinn	23840				
we-A	158	Spanish	no'sotɾos	16090				
we-A	158	Swedish	viː	16289				
we-A	158	Walloon	NOS	18027				
we-A	158	Welsh_N	ni	18618				
wet-B	336	Afrikaans	NAT	383				
wet-B	336	Dutch_List	nɑt	5096				
wet-B	336	Flemish	NAT	5689				
wet-B	336	German	nas	6674				
wet-B	336	Gothic	*nats	20127				
wet-B	336	Luxembourgish	naass	24276				
wet-B	336	Old_High_German	naz	28108				
wet-B	336	Schwyzerdutsch	nass	29193				
wet-F	954	Catalan	MULLADA, MULLADURA	4108				
wet-F	954	French	muje	5889				
wet-F	954	Portuguese_ST	MOLHADO	12932				
wet-F	954	Provencal	MUIA, IME, IMO, MOUISSE	13132				
wet-F	954	Spanish	mo'xaðo	16091				
wet-F	954	Walloon	(TO WET) MOUYI	18028				
wet-G	1080	Breton_ST	gle:p	3129				
wet-G	1080	Cornish	glyb	19889				
wet-G	1080	Irish_B	fʲlʲʊx	8827				
wet-G	1080	Old_Irish	fliuch	28349				
wet-G	1080	Scots_Gaelic	flux	24061				
wet-G	1080	Welsh_N	GWLYB	18619				
wet-I	1335	Danish	vɔˀð	4896				
wet-I	1335	English	wɛt	5295				
wet-I	1335	Faroese	VATUR	5492				
wet-I	1335	Frisian	vɪət, vit	6475				
wet-I	1335	Icelandic_ST	ˈpløyːtʏr	26959				
wet-I	1335	Icelandic_ST	votur	8434				
wet-I	1335	Norwegian	VAT	13330				
wet-I	1335	Old_English	wǣt	21539				
wet-I	1335	Old_Norse	vátr	21830				
wet-I	1335	Swedish	voːt	16290				
wet-K	1578	Friulian	umit	26352				
wet-K	1578	Latin	umidus	20556			SS	
wet-K	1578	Portuguese_ST	ˈumidu	26813				
wet-K	1578	Rumanian_List	UD	13529				
wet-O	2078	Sardinian_C	SFUSTU	14120			SS	zu lat. fundere?
wet-O	2078	Sardinian_N	IFUSTU	14518			SS	zu lat. fundere?
wet-R	3181	Ladin	BLETSCH	9606	LOAN	Germanic	SS	< fränk. blettian ‹quetschen›, cf. DRG
wet-R	3181	Romansh	bletsch	26556	LOAN	Germanic	SS	< fränk. blettian ‹quetschen›, cf. DRG
wet-S	3182	Friulian	bagnât	26699			SS	quasi balneatus
wet-S	3182	Italian	baɲ'ɲato	9026			SS	quasi balneatus
what-A	160	Afrikaans	WAT, WATTER, HOE	384				
what-A	160	Breton_ST	ˈpetʁa	3130				
what-A	160	Catalan	kɛ, ke	4109				
what-A	160	Cornish	pandrə	19890				
what-A	160	Cornish	pyth	19891				
what-A	160	Danish	va	4897				
what-A	160	Dutch_List	wɑt	5097				
what-A	160	English	wɒt	5296				
what-A	160	Faroese	kvɛat	5493				
what-A	160	Flemish	WAT	5690				
what-A	160	French	kə	5890				
what-A	160	Frisian	vɔt	6476				
what-A	160	Friulian	ce, ce che	26353				
what-A	160	German	vas	6675				
what-A	160	Gothic	ƕa	20128				
what-A	160	Icelandic_ST	xʷaːð, kʰvaːð	8435				
what-A	160	Irish_B	ceːɾˠd̪ˠ	8828				
what-A	160	Italian	ke	9027				
what-A	160	Ladin	CHE	9607				
what-A	160	Latin	quid	20557				
what-A	160	Luxembourgish	wat	24087				
what-A	160	Norwegian	HVAD	13331				
what-A	160	Old_English	hwæt	21541				
what-A	160	Old_High_German	waz	28110				
what-A	160	Old_Irish	cid	28350				
what-A	160	Old_Norse	hvat	21831				
what-A	160	Portuguese_ST	kɨ, u kɨ	12933				
what-A	160	Provencal	QUE	13133				
what-A	160	Romansh	tgei	26557				
what-A	160	Rumanian_List	ʧe	13530				
what-A	160	Schwyzerdutsch	was	29194				
what-A	160	Scots_Gaelic	ciod	23850				
what-A	160	Spanish	ke	16092				
what-A	160	Swedish	vɑː(d)	16291				
what-A	160	Walloon	QUI, QWE	18029				
what-A	160	Welsh_N	BETH	18620				
what-C	2079	Sardinian_C	ITTA	14121				
what-C	2079	Sardinian_N	ITTE	14519				
when-A	161	Afrikaans	WANNEER, TOE, AS	385				
when-A	161	Breton_ST	pø:r, pe'guls	3131				
when-A	161	Catalan	kwan	4110				
when-A	161	Cornish	p’eur	19893				
when-A	161	Danish	vɒˈnɒ, nɒ	4898				
when-A	161	Dutch_List	wɑ'ner	5098				
when-A	161	English	wɛn	5297				
when-A	161	Faroese	NAER	5494				
when-A	161	Flemish	WANNEER	5691				
when-A	161	French	kɑ̃	5891				
when-A	161	Frisian	HONEAR, HWENNEAR	6477				
when-A	161	Friulian	cuant	26354				
when-A	161	German	van	6676				
when-A	161	Gothic	ƕan	20129				
when-A	161	Icelandic_ST	HVENAER	8436				
when-A	161	Italian	'kwando	9028				
when-A	161	Ladin	CUR, CURA	9608				
when-A	161	Latin	ˈkwandoː	20558				
when-A	161	Luxembourgish	wéini	24089				
when-A	161	Norwegian	nor	13332				
when-A	161	Old_English	hwonne	21542				
when-A	161	Old_High_German	wanne	28111				
when-A	161	Old_Irish	cuin	28351				
when-A	161	Old_Norse	hvénær	21832				
when-A	161	Portuguese_ST	ˈkuɐ̃ðu	12934				
when-A	161	Provencal	QUAND, QUOURO	13134				
when-A	161	Romansh	cur	26558				
when-A	161	Rumanian_List	când	13531				
when-A	161	Sardinian_C	KANDU	14122				
when-A	161	Sardinian_N	KANDO	14520				
when-A	161	Schwyzerdutsch	wenn/wo	29195				
when-A	161	Scots_Gaelic	cuin	23853				
when-A	161	Spanish	'kwando	16093				
when-A	161	Swedish	næ:r	16292				
when-A	161	Walloon	CWAND, QWAND	18030				
when-A	161	Welsh_N	PRYD	18621				
when-E	1761	Irish_B	ˈkahənʲ	8829				
where-B	337	Afrikaans	WAAR, WAARHEEN	386			SS	where-B: Leitmotiv ist wohl *kʷ° → Subgruppen?
where-B	337	Catalan	on	26993				
where-B	337	Catalan	AHONT	4111			SS	← unde ‹woher›
where-B	337	Danish	vɒ	4899				
where-B	337	Dutch_List	war	5099				
where-B	337	English	wɛə	5298				
where-B	337	Faroese	HVAR	5495				
where-B	337	Flemish	WAER	5692				
where-B	337	French	u	5892				
where-B	337	German	vo:	6677				
where-B	337	Gothic	ƕar	20130				
where-B	337	Icelandic_ST	kʰvaːr, xʷaːr	8437				
where-B	337	Italian	'dove	9029			SS	← de ubi, auch ove und laddove
where-B	337	Ladin	INUA	9609				
where-B	337	Latin	ˈubi	20559				
where-B	337	Luxembourgish	wou	24088				
where-B	337	Norwegian	HVOR	13333				
where-B	337	Old_English	hwær	21543				
where-B	337	Old_High_German	wār	28112				
where-B	337	Old_Norse	hvar	21833				
where-B	337	Portuguese_ST	ˈõðɨ	12935				
where-B	337	Provencal	OUNTE, MOUNTE	13135				
where-B	337	Rumanian_List	INCOTRO	26883	WRONG		SS	?
where-B	337	Rumanian_List	'unde	13532				
where-B	337	Sardinian_C	AUNDI	14123				
where-B	337	Sardinian_N	INUMBE	14521				
where-B	337	Schwyzerdutsch	wo	29196				
where-B	337	Spanish	'donde	16094			SS	← de unde
where-B	337	Swedish	vɑːɾ	16293				
where-B	337	Walloon	WICE	18031				
where-D	1081	Breton_ST	pe'lɛ:x	3132				
where-D	1081	Cornish	pəle:	19894				
where-D	1081	Welsh_N	PLE	18622				
where-E	1762	Irish_B	ka:	8830				
where-E	1762	Scots_Gaelic	càite	23852				
white-B	338	Afrikaans	WIT	387				
white-B	338	Danish	við	4900				
white-B	338	Dutch_List	wɪt	5100				
white-B	338	English	waɪt	5299				
white-B	338	Faroese	ˈkvʊitʊr	5496				
white-B	338	Flemish	WIT	5693				
white-B	338	Frisian	vit	6479				
white-B	338	German	va‿is	6678				
white-B	338	Gothic	ƕeits	20131				
white-B	338	Icelandic_ST	ˈxʷiːtʏr	8438				
white-B	338	Luxembourgish	wäiss	24256				
white-B	338	Norwegian	HVIT	13334				
white-B	338	Old_English	hwīt	21544				
white-B	338	Old_High_German	wīz	28113				
white-B	338	Old_Norse	hvítr	21834				
white-B	338	Schwyzerdutsch	wiiss	29197				
white-B	338	Swedish	vi:t	16294				
white-E	955	Ladin	ALV	9610				
white-E	955	Latin	ˈal.bus	20560				
white-E	955	Portuguese_ST	ALVO	24934				
white-E	955	Romansh	alv	26560				
white-E	955	Rumanian_List	alb	13533				
white-F	1082	Breton_ST	gwɛn	3133				
white-F	1082	Cornish	gwidn	19895				
white-F	1082	Old_Irish	finn / find	28353				
white-F	1082	Welsh_N	GWYN	18623				
white-G	1190	Catalan	blaŋ	4112	LOAN	Germanic	SS	white-G: LOAN ←  germ. blank
white-G	1190	French	blɑ̃	5893	LOAN	Germanic		
white-G	1190	Friulian	blanc	26356	LOAN	Germanic		
white-G	1190	Italian	'bjanko	9030	LOAN	Germanic		
white-G	1190	Portuguese_ST	ˈbɾɐ̃ku	12936	LOAN	Germanic		
white-G	1190	Provencal	BLANC	13136	LOAN	Germanic		
white-G	1190	Sardinian_C	BIANKU	14124	LOAN	Germanic		
white-G	1190	Sardinian_N	BIANKU	14522	LOAN	Germanic		
white-G	1190	Spanish	'blaŋko	16095	LOAN	Germanic		
white-G	1190	Walloon	BLANC	18032	LOAN	Germanic		
white-J	1763	Irish_B	bɑːn	8831				
white-J	1763	Old_Irish	bán	28354				
white-O	2411	Irish_B	GEAL	24944				
white-O	2411	Scots_Gaelic	ɡ̊ʲaɫ̪	24039				
who-B	339	Afrikaans	WIE	388				
who-B	339	Breton_ST	piv, piu	3134				
who-B	339	Catalan	ki	4113				
who-B	339	Cornish	piw	19896				
who-B	339	Danish	vεm	4901				
who-B	339	Dutch_List	wi	5101				
who-B	339	English	hu:	5300				
who-B	339	Faroese	kvøːr	5497				
who-B	339	Flemish	WIE	5694				
who-B	339	French	ki	5894				
who-B	339	Frisian	HWA, HWA'T	6480				
who-B	339	Friulian	cui	26357				
who-B	339	German	ve:ɐ̯	6679				
who-B	339	Gothic	ƕuas	20132				
who-B	339	Icelandic_ST	xʷɛːr, kʰvɛːr	8439				
who-B	339	Irish_B	ceː	8832				
who-B	339	Italian	ki	9031				
who-B	339	Ladin	CHI	9611				
who-B	339	Latin	kwɪs	20561				
who-B	339	Luxembourgish	wien	24086				
who-B	339	Norwegian	HVEM	13335				
who-B	339	Old_English	hwā	21545				
who-B	339	Old_High_German	wer	28114				
who-B	339	Old_Irish	cía	28355				
who-B	339	Old_Norse	hverr	21835				
who-B	339	Portuguese_ST	kɐ̃ĩ	12937				
who-B	339	Provencal	QUE, QUAU, QU'	13137				
who-B	339	Romansh	tgi	26561				
who-B	339	Rumanian_List	cine	13534				
who-B	339	Sardinian_C	KINI	14125				
who-B	339	Sardinian_N	KIE	14523				
who-B	339	Schwyzerdutsch	wär	29198				
who-B	339	Scots_Gaelic	koː	23849				
who-B	339	Spanish	kjen	16096				
who-B	339	Swedish	vem	16295				
who-B	339	Walloon	KI, QUI	18033				
who-B	339	Welsh_N	PWY	18624				
wide-B	340	Afrikaans	WYDE	389				
wide-B	340	Dutch_List	wɛit, rœym	5102				
wide-B	340	English	waɪd	5301				
wide-B	340	Faroese	VIDUR	5498				
wide-B	340	Flemish	WYD	5695				
wide-B	340	Frisian	vi:t	6481				
wide-B	340	Icelandic_ST	VIOR	8440				
wide-B	340	Norwegian	VID	13336				
wide-B	340	Old_English	wīd	21547				
wide-B	340	Old_High_German	wīt	28116				
wide-B	340	Old_Norse	víðr	21837				
wide-B	340	Schwyzerdutsch	wit	29199				
wide-B	340	Swedish	viːd	16296				
wide-D	667	Breton_ST	'le:dãn	3135				
wide-D	667	Cornish	ledan	19897				
wide-D	667	Irish_B	l̻ʲahən̻ˠ	8833				
wide-D	667	Old_Irish	lethan	28356				
wide-D	667	Scots_Gaelic	leathann	23872				
wide-D	667	Welsh_N	ˈɬədan	18625				
wide-F	956	French	laʀʒ	5895				
wide-F	956	Friulian	larc	26358				
wide-F	956	Italian	'largo	9032				
wide-F	956	Ladin	LARG, LED	9612				
wide-F	956	Portuguese_ST	ˈlaɾɣu	12938				
wide-F	956	Provencal	LARG, ARGO, LARGE	13138				
wide-F	956	Romansh	lad, lartg	26562				
wide-F	956	Rumanian_List	larg	13535				
wide-F	956	Sardinian_C	LARGU	14126				
wide-F	956	Sardinian_N	LARGU	14524				
wide-F	956	Walloon	LADJE	18034				
wide-H	1275	Catalan	'amplə	4114				
wide-H	1275	Spanish	'anʧo	16097				
wide-I	3094	Danish	b̥ʁεð	4902				
wide-I	3094	Dutch_List	breed	28988				
wide-I	3094	English	broad	28987				
wide-I	3094	Faroese	ˈbraijʊr	26056				
wide-I	3094	German	bra‿it	6680				
wide-I	3094	Gothic	braiþs	20133				
wide-I	3094	Icelandic_ST	ˈpreiːðʏr	26057				
wide-I	3094	Luxembourgish	breet	24105				
wide-I	3094	Norwegian	BRED	26058				
wide-I	3094	Old_English	brād	21546				
wide-I	3094	Old_High_German	breit	28115				
wide-I	3094	Old_Norse	breiðr	21836				
wide-P	3095	Latin	latus	20562				
wide-P	3095	Rumanian_List	LAT	26061				
wide-Q	3096	Irish_B	FEIRRING	25601				
wife-A	341	Afrikaans	EGGENOTE	26073				
wife-A	341	Flemish	ECHTGENOOTE	5696				
wife-F	1363	Old_High_German	wīb	29002				
wife-D	957	Catalan	mu'ʎe	4115				
wife-D	957	Italian	'moʎʎe	9033				
wife-D	957	Ladin	MUGLIER	9613				
wife-D	957	Portuguese_ST	muˈʎɛɾ	12939				
wife-D	957	Provencal	MOUIE	13139				
wife-D	957	Sardinian_C	MULLERI	14127				
wife-D	957	Sardinian_N	MUTHTHERE	14525				
wife-D	957	Spanish	mu'xeɾ	27229				
wife-E	1083	Breton_ST	gwre:k	3136				
wife-E	1083	Cornish	gwreg	19898				
wife-E	1083	Welsh_N	GWRAIG	18626				
wife-F	1363	English	waɪf	5302				
wife-F	1363	Old_English	wīf	21548				
wife-F	1363	Old_Norse	víf	21839				
wife-J	2431	Irish_B	CEILE	8834				
wife-N	3100	Rumanian_List	soţie	13536			SS	zu soţ ‹Ehemann›← lat. socius
wife-S	3105	Afrikaans	VROU	390				
wife-S	3105	Dutch_List	vrɑu	26074				
wife-S	3105	Dutch_List	'hœysfrɑu	5103				
wife-S	3105	Faroese	ˈhʉusfrʉu	26946				
wife-S	3105	Flemish	VROUW	26072				
wife-S	3105	Frisian	frɔ.u̯	6482				
wife-S	3105	German	fra‿u	6681				
wife-S	3105	Luxembourgish	Fra	24116				
wife-S	3105	Schwyzerdutsch	frou	29200				
wife-S	3105	Swedish	'hɵstrɵ	16297				
wife-T	3106	Dutch_List	'hœysfrɑu	5103			SS	Ratio wife-S :: wife-T?
wife-T	3106	Faroese	ˈhʉusfrʉu	26946				
wife-T	3106	Swedish	'hɵstrɵ	16297				
wife-U	3107	Afrikaans	GADE	26083				
wife-U	3107	German	'gatɪn	26075				
wife-V	3108	French	epuz	26078				
wife-V	3108	Italian	'spoza	26079				
wife-V	3108	Portuguese_ST	ɨʃˈpozɐ	26077				
wife-V	3108	Spanish	es'posa	16098				
wife-W	3109	French	fam	5896				
wife-W	3109	Friulian	femine	26359				
wife-W	3109	Walloon	FEUME	18035				
wife-X	3183	Catalan	'dɔnə	26076				
wife-X	3183	Romansh	dunna	26700				
wife-Z	668	Danish	ˈg̥ʰo:nə	4903				
wife-Z	668	Faroese	KONA	5499				
wife-Z	668	Gothic	qēns	20134				
wife-Z	668	Icelandic_ST	ˈeiːjɪn.kʰɔːna	8441				
wife-Z	668	Norwegian	KONE	13337				
wife-Z	668	Old_English	cwēn	21549				
wife-Z	668	Old_High_German	gimahha	28118	WRONG			
wife-Z	668	Old_High_German	quena	28117				
wife-Z	668	Old_Irish	ben	28357				
wife-Z	668	Old_Irish	sétig	28358				
wife-Z	668	Old_Norse	kona	21838				
wife-Z	668	Scots_Gaelic	bean-phòsta	23891				
wind-B	342	Afrikaans	WIND	391				
wind-B	342	Breton_ST	'a:vɛl	3137				
wind-B	342	Catalan	ben	4116				
wind-B	342	Cornish	gwyns	19900				
wind-B	342	Cornish	awəl	19899				
wind-B	342	Danish	ven	4904				
wind-B	342	Dutch_List	wɪnt	5104				
wind-B	342	English	wɪnd	5303				
wind-B	342	Faroese	VINDUR	5500				
wind-B	342	Flemish	WIND	5697				
wind-B	342	French	vɑ̃	5897				
wind-B	342	Frisian	vin	6483				
wind-B	342	Friulian	vint	26703				
wind-B	342	German	vɪnt	6682				
wind-B	342	Gothic	winds	20135				
wind-B	342	Icelandic_ST	ˈvɪntʏr	8442				
wind-B	342	Italian	'vɛnto	9034				
wind-B	342	Ladin	VENT	26701				
wind-B	342	Latin	ˈwen.tus	20564				
wind-B	342	Luxembourgish	Wand	24243				
wind-B	342	Norwegian	ʋin	13338				
wind-B	342	Old_English	wind	21550				
wind-B	342	Old_High_German	wint	28119				
wind-B	342	Old_Norse	vindr	21840				
wind-B	342	Portuguese_ST	ˈvẽtu	12940				
wind-B	342	Provencal	VENT	13140				
wind-B	342	Romansh	vent	26564				
wind-B	342	Rumanian_List	vânt	13537				
wind-B	342	Sardinian_C	BENTU	14128				
wind-B	342	Sardinian_N	VENTU	14526				
wind-B	342	Schwyzerdutsch	wind	29201				
wind-B	342	Spanish	'bjento	16099				
wind-B	342	Swedish	vɪnd	16298				
wind-B	342	Walloon	VINT	18036				
wind-B	342	Welsh_N	GWYNT, AWEL, CHWA	18627				
wind-F	1764	Irish_B	GAOTH, -AIOTHE	8835				
wind-F	1764	Old_Irish	gáeth	28359				
wind-F	1764	Scots_Gaelic	gaoth	24023				
wind-I	3110	Swedish	'blo:sa	26086				
wind-J	3111	Catalan	'aijrə	26087				
wind-J	3111	Friulian	aiar, arie	26360				
wind-J	3111	Provencal	AURO	26088				
wing-B	343	Afrikaans	VLEUEL	392				
wing-B	343	Catalan	FILA, FLIERA	23570	WRONG		SS	?
wing-B	343	Dutch_List	'vløɣəl	5105				
wing-B	343	Flemish	VLEUGEL	5698				
wing-B	343	German	'flʏ:gl̩	6683				
wing-B	343	Luxembourgish	Flillek	24162				
wing-B	343	Schwyzerdutsch	flügu	29202				
wing-G	958	Breton_ST	ˈaskɛl	3138	LOAN	Latin_M		
wing-G	958	Catalan	ˈaɫə	26998				
wing-G	958	Cornish	askell	19901	LOAN	Latin_M		
wing-G	958	French	ɛl	5898				
wing-G	958	Friulian	ale	26361				
wing-G	958	Italian	'ala	9035				
wing-G	958	Ladin	ELA	9615				
wing-G	958	Latin	ˈaːla	20565				
wing-G	958	Portuguese_ST	ˈazɐ	12941				
wing-G	958	Provencal	ALO	13141				
wing-G	958	Romansh	ala	26565				
wing-G	958	Sardinian_C	ALA	14129				
wing-G	958	Sardinian_N	ALA	14527				
wing-G	958	Spanish	'ala	16100				
wing-G	958	Walloon	ELE	18037				
wing-H	3116	Scots_Gaelic	broinn	23938				
wing-H	3116	Scots_Gaelic	brù	23937				
wing-J	1336	Danish	ˈveŋə	4905				
wing-J	1336	English	wɪŋ	5304	LOAN	Norse		
wing-J	1336	Faroese	VONGUR	5501				
wing-J	1336	Icelandic_ST	ˈvaiŋkʏr	8443				
wing-J	1336	Norwegian	VINGE	13339				
wing-J	1336	Old_Norse	vængr	21841				
wing-J	1336	Swedish	ˈvɪŋɛ	16299				
